week_number,pizza_name,pizza_size,quantity,year,month,day,unit_price,pizza_category
1,The Sicilian Pizza,L,6,2015,1,5,20.25,Supreme
1,The Sicilian Pizza,M,9,2015,1,5,16.25,Supreme
1,The Sicilian Pizza,S,5,2015,1,5,12.25,Supreme
1,The Soppressata Pizza,L,6,2015,1,5,20.75,Supreme
1,The Southwest Chicken Pizza,L,10,2015,1,5,20.75,Chicken
1,The Southwest Chicken Pizza,M,2,2015,1,5,16.75,Chicken
1,The Southwest Chicken Pizza,S,7,2015,1,5,12.75,Chicken
1,The Spicy Italian Pizza,L,18,2015,1,5,20.75,Supreme
1,The Spicy Italian Pizza,M,5,2015,1,5,16.5,Supreme
1,The Spicy Italian Pizza,S,3,2015,1,5,12.5,Supreme
1,The Spinach Pesto Pizza,L,6,2015,1,5,20.75,Veggie
1,The Spinach Pesto Pizza,M,2,2015,1,5,16.5,Veggie
1,The Spinach Pesto Pizza,S,5,2015,1,5,12.5,Veggie
1,The Spinach Supreme Pizza,L,5,2015,1,5,20.75,Supreme
1,The Spinach Supreme Pizza,M,4,2015,1,5,16.5,Supreme
1,The Spinach Supreme Pizza,S,10,2015,1,5,12.5,Supreme
1,The Spinach and Feta Pizza,L,5,2015,1,5,20.25,Veggie
1,The Spinach and Feta Pizza,M,2,2015,1,5,16.0,Veggie
1,The Spinach and Feta Pizza,S,5,2015,1,5,12.0,Veggie
1,The Thai Chicken Pizza,L,18,2015,1,5,20.75,Chicken
1,The Thai Chicken Pizza,M,9,2015,1,5,16.75,Chicken
1,The Thai Chicken Pizza,S,5,2015,1,5,12.75,Chicken
1,The Vegetables + Vegetables Pizza,L,7,2015,1,5,20.25,Veggie
1,The Vegetables + Vegetables Pizza,M,6,2015,1,5,16.0,Veggie
1,The Vegetables + Vegetables Pizza,S,3,2015,1,5,12.0,Veggie
2,The Barbecue Chicken Pizza,L,13,2015,1,12,20.75,Chicken
2,The Barbecue Chicken Pizza,M,11,2015,1,12,16.75,Chicken
2,The Barbecue Chicken Pizza,S,9,2015,1,12,12.75,Chicken
2,The Big Meat Pizza,S,35,2015,1,12,12.0,Classic
2,The Brie Carre Pizza,S,8,2015,1,12,23.649999999999995,Supreme
2,The Calabrese Pizza,L,5,2015,1,12,20.25,Supreme
2,The Calabrese Pizza,M,12,2015,1,12,16.25,Supreme
2,The Calabrese Pizza,S,2,2015,1,12,12.25,Supreme
2,The California Chicken Pizza,L,13,2015,1,12,20.75,Chicken
2,The California Chicken Pizza,M,19,2015,1,12,16.75,Chicken
2,The California Chicken Pizza,S,11,2015,1,12,12.75,Chicken
2,The Chicken Alfredo Pizza,L,1,2015,1,12,20.75,Chicken
2,The Chicken Alfredo Pizza,M,26,2015,1,12,16.75,Chicken
2,The Chicken Alfredo Pizza,S,1,2015,1,12,12.75,Chicken
2,The Chicken Pesto Pizza,L,10,2015,1,12,20.75,Chicken
2,The Chicken Pesto Pizza,M,3,2015,1,12,16.75,Chicken
2,The Chicken Pesto Pizza,S,7,2015,1,12,12.75,Chicken
2,The Classic Deluxe Pizza,L,10,2015,1,12,20.5,Classic
2,The Classic Deluxe Pizza,M,22,2015,1,12,16.0,Classic
2,The Classic Deluxe Pizza,S,18,2015,1,12,12.0,Classic
2,The Five Cheese Pizza,L,32,2015,1,12,18.5,Veggie
2,The Four Cheese Pizza,L,28,2015,1,12,17.949999999999996,Veggie
2,The Four Cheese Pizza,M,11,2015,1,12,14.75,Veggie
2,The Greek Pizza,L,5,2015,1,12,20.5,Classic
2,The Greek Pizza,M,7,2015,1,12,16.0,Classic
2,The Greek Pizza,S,7,2015,1,12,12.0,Classic
2,The Greek Pizza,XL,11,2015,1,12,25.5,Classic
2,The Green Garden Pizza,L,2,2015,1,12,20.25,Veggie
2,The Green Garden Pizza,M,9,2015,1,12,16.0,Veggie
2,The Green Garden Pizza,S,12,2015,1,12,12.0,Veggie
2,The Hawaiian Pizza,L,18,2015,1,12,16.5,Classic
2,The Hawaiian Pizza,M,5,2015,1,12,13.25,Classic
2,The Hawaiian Pizza,S,21,2015,1,12,10.5,Classic
2,The Italian Capocollo Pizza,L,8,2015,1,12,20.5,Classic
2,The Italian Capocollo Pizza,M,9,2015,1,12,16.0,Classic
2,The Italian Capocollo Pizza,S,6,2015,1,12,12.0,Classic
2,The Italian Supreme Pizza,L,15,2015,1,12,20.75,Supreme
2,The Italian Supreme Pizza,M,25,2015,1,12,16.5,Supreme
2,The Italian Supreme Pizza,S,1,2015,1,12,12.5,Supreme
2,The Italian Vegetables Pizza,L,4,2015,1,12,21.0,Veggie
2,The Italian Vegetables Pizza,M,9,2015,1,12,16.75,Veggie
2,The Italian Vegetables Pizza,S,9,2015,1,12,12.75,Veggie
2,The Mediterranean Pizza,L,9,2015,1,12,20.25,Veggie
2,The Mediterranean Pizza,M,7,2015,1,12,16.0,Veggie
2,The Mediterranean Pizza,S,2,2015,1,12,12.0,Veggie
2,The Mexicana Pizza,L,23,2015,1,12,20.25,Veggie
2,The Mexicana Pizza,M,7,2015,1,12,16.0,Veggie
2,The Mexicana Pizza,S,2,2015,1,12,12.0,Veggie
2,The Napolitana Pizza,L,4,2015,1,12,20.5,Classic
2,The Napolitana Pizza,M,9,2015,1,12,16.0,Classic
2,The Napolitana Pizza,S,8,2015,1,12,12.0,Classic
2,The Pepper Salami Pizza,L,17,2015,1,12,20.75,Supreme
2,The Pepper Salami Pizza,M,9,2015,1,12,16.5,Supreme
2,The Pepper Salami Pizza,S,8,2015,1,12,12.5,Supreme
2,The Pepperoni Pizza,L,21,2015,1,12,15.25,Classic
2,The Pepperoni Pizza,M,28,2015,1,12,12.5,Classic
2,The Pepperoni Pizza,S,15,2015,1,12,9.75,Classic
2,"The Pepperoni, Mushroom, and Peppers Pizza",L,6,2015,1,12,17.5,Classic
2,"The Pepperoni, Mushroom, and Peppers Pizza",M,8,2015,1,12,14.5,Classic
2,"The Pepperoni, Mushroom, and Peppers Pizza",S,4,2015,1,12,11.0,Classic
2,The Prosciutto and Arugula Pizza,L,9,2015,1,12,20.75,Supreme
2,The Prosciutto and Arugula Pizza,M,11,2015,1,12,16.5,Supreme
2,The Prosciutto and Arugula Pizza,S,8,2015,1,12,12.5,Supreme
2,The Sicilian Pizza,L,14,2015,1,12,20.25,Supreme
2,The Sicilian Pizza,M,14,2015,1,12,16.25,Supreme
2,The Sicilian Pizza,S,16,2015,1,12,12.25,Supreme
2,The Soppressata Pizza,L,5,2015,1,12,20.75,Supreme
2,The Soppressata Pizza,M,6,2015,1,12,16.5,Supreme
2,The Soppressata Pizza,S,8,2015,1,12,12.5,Supreme
2,The Southwest Chicken Pizza,L,12,2015,1,12,20.75,Chicken
2,The Southwest Chicken Pizza,M,11,2015,1,12,16.75,Chicken
2,The Southwest Chicken Pizza,S,2,2015,1,12,12.75,Chicken
2,The Spicy Italian Pizza,L,22,2015,1,12,20.75,Supreme
2,The Spicy Italian Pizza,M,12,2015,1,12,16.5,Supreme
2,The Spicy Italian Pizza,S,4,2015,1,12,12.5,Supreme
2,The Spinach Pesto Pizza,L,7,2015,1,12,20.75,Veggie
2,The Spinach Pesto Pizza,M,6,2015,1,12,16.5,Veggie
2,The Spinach Pesto Pizza,S,1,2015,1,12,12.5,Veggie
2,The Spinach Supreme Pizza,L,7,2015,1,12,20.75,Supreme
2,The Spinach Supreme Pizza,M,7,2015,1,12,16.5,Supreme
2,The Spinach Supreme Pizza,S,4,2015,1,12,12.5,Supreme
2,The Spinach and Feta Pizza,L,10,2015,1,12,20.25,Veggie
2,The Spinach and Feta Pizza,M,13,2015,1,12,16.0,Veggie
2,The Spinach and Feta Pizza,S,12,2015,1,12,12.0,Veggie
2,The Thai Chicken Pizza,L,27,2015,1,12,20.75,Chicken
2,The Thai Chicken Pizza,M,7,2015,1,12,16.75,Chicken
2,The Thai Chicken Pizza,S,8,2015,1,12,12.75,Chicken
2,The Vegetables + Vegetables Pizza,L,7,2015,1,12,20.25,Veggie
2,The Vegetables + Vegetables Pizza,M,15,2015,1,12,16.0,Veggie
2,The Vegetables + Vegetables Pizza,S,10,2015,1,12,12.0,Veggie
3,The Barbecue Chicken Pizza,L,25,2015,1,19,20.75,Chicken
3,The Barbecue Chicken Pizza,M,20,2015,1,19,16.75,Chicken
3,The Barbecue Chicken Pizza,S,9,2015,1,19,12.75,Chicken
3,The Big Meat Pizza,S,29,2015,1,19,12.0,Classic
3,The Brie Carre Pizza,S,5,2015,1,19,23.649999999999995,Supreme
3,The Calabrese Pizza,L,8,2015,1,19,20.25,Supreme
3,The Calabrese Pizza,M,5,2015,1,19,16.25,Supreme
3,The Calabrese Pizza,S,1,2015,1,19,12.25,Supreme
3,The California Chicken Pizza,L,12,2015,1,19,20.75,Chicken
3,The California Chicken Pizza,M,26,2015,1,19,16.75,Chicken
3,The California Chicken Pizza,S,9,2015,1,19,12.75,Chicken
3,The Chicken Alfredo Pizza,L,1,2015,1,19,20.75,Chicken
3,The Chicken Alfredo Pizza,M,9,2015,1,19,16.75,Chicken
3,The Chicken Alfredo Pizza,S,2,2015,1,19,12.75,Chicken
3,The Chicken Pesto Pizza,L,10,2015,1,19,20.75,Chicken
3,The Chicken Pesto Pizza,M,2,2015,1,19,16.75,Chicken
3,The Chicken Pesto Pizza,S,4,2015,1,19,12.75,Chicken
3,The Classic Deluxe Pizza,L,8,2015,1,19,20.5,Classic
3,The Classic Deluxe Pizza,M,20,2015,1,19,16.0,Classic
3,The Classic Deluxe Pizza,S,10,2015,1,19,12.0,Classic
3,The Five Cheese Pizza,L,27,2015,1,19,18.5,Veggie
3,The Four Cheese Pizza,L,16,2015,1,19,17.949999999999996,Veggie
3,The Four Cheese Pizza,M,12,2015,1,19,14.75,Veggie
3,The Greek Pizza,L,3,2015,1,19,20.5,Classic
3,The Greek Pizza,M,6,2015,1,19,16.0,Classic
3,The Greek Pizza,S,1,2015,1,19,12.0,Classic
3,The Greek Pizza,XL,13,2015,1,19,25.5,Classic
3,The Green Garden Pizza,L,2,2015,1,19,20.25,Veggie
3,The Green Garden Pizza,M,7,2015,1,19,16.0,Veggie
3,The Green Garden Pizza,S,6,2015,1,19,12.0,Veggie
3,The Hawaiian Pizza,L,12,2015,1,19,16.5,Classic
3,The Hawaiian Pizza,M,3,2015,1,19,13.25,Classic
3,The Hawaiian Pizza,S,23,2015,1,19,10.5,Classic
3,The Italian Capocollo Pizza,L,14,2015,1,19,20.5,Classic
3,The Italian Capocollo Pizza,M,3,2015,1,19,16.0,Classic
3,The Italian Capocollo Pizza,S,7,2015,1,19,12.0,Classic
3,The Italian Supreme Pizza,L,7,2015,1,19,20.75,Supreme
3,The Italian Supreme Pizza,M,24,2015,1,19,16.5,Supreme
3,The Italian Supreme Pizza,S,2,2015,1,19,12.5,Supreme
3,The Italian Vegetables Pizza,L,5,2015,1,19,21.0,Veggie
3,The Italian Vegetables Pizza,M,10,2015,1,19,16.75,Veggie
3,The Italian Vegetables Pizza,S,5,2015,1,19,12.75,Veggie
3,The Mediterranean Pizza,L,6,2015,1,19,20.25,Veggie
3,The Mediterranean Pizza,M,3,2015,1,19,16.0,Veggie
3,The Mediterranean Pizza,S,3,2015,1,19,12.0,Veggie
3,The Mexicana Pizza,L,12,2015,1,19,20.25,Veggie
3,The Mexicana Pizza,M,8,2015,1,19,16.0,Veggie
3,The Mexicana Pizza,S,4,2015,1,19,12.0,Veggie
3,The Napolitana Pizza,L,18,2015,1,19,20.5,Classic
3,The Napolitana Pizza,M,6,2015,1,19,16.0,Classic
3,The Napolitana Pizza,S,7,2015,1,19,12.0,Classic
3,The Pepper Salami Pizza,L,15,2015,1,19,20.75,Supreme
3,The Pepper Salami Pizza,M,9,2015,1,19,16.5,Supreme
3,The Pepper Salami Pizza,S,6,2015,1,19,12.5,Supreme
3,The Pepperoni Pizza,L,25,2015,1,19,15.25,Classic
3,The Pepperoni Pizza,M,15,2015,1,19,12.5,Classic
3,The Pepperoni Pizza,S,19,2015,1,19,9.75,Classic
3,"The Pepperoni, Mushroom, and Peppers Pizza",L,3,2015,1,19,17.5,Classic
3,"The Pepperoni, Mushroom, and Peppers Pizza",M,11,2015,1,19,14.5,Classic
3,"The Pepperoni, Mushroom, and Peppers Pizza",S,13,2015,1,19,11.0,Classic
3,The Prosciutto and Arugula Pizza,L,4,2015,1,19,20.75,Supreme
3,The Prosciutto and Arugula Pizza,M,10,2015,1,19,16.5,Supreme
3,The Prosciutto and Arugula Pizza,S,12,2015,1,19,12.5,Supreme
3,The Sicilian Pizza,L,10,2015,1,19,20.25,Supreme
3,The Sicilian Pizza,M,8,2015,1,19,16.25,Supreme
3,The Sicilian Pizza,S,32,2015,1,19,12.25,Supreme
3,The Soppressata Pizza,L,6,2015,1,19,20.75,Supreme
3,The Soppressata Pizza,M,3,2015,1,19,16.5,Supreme
3,The Soppressata Pizza,S,8,2015,1,19,12.5,Supreme
3,The Southwest Chicken Pizza,L,29,2015,1,19,20.75,Chicken
3,The Southwest Chicken Pizza,M,8,2015,1,19,16.75,Chicken
3,The Southwest Chicken Pizza,S,7,2015,1,19,12.75,Chicken
3,The Spicy Italian Pizza,L,22,2015,1,19,20.75,Supreme
3,The Spicy Italian Pizza,M,4,2015,1,19,16.5,Supreme
3,The Spicy Italian Pizza,S,7,2015,1,19,12.5,Supreme
3,The Spinach Pesto Pizza,L,7,2015,1,19,20.75,Veggie
3,The Spinach Pesto Pizza,M,6,2015,1,19,16.5,Veggie
3,The Spinach Pesto Pizza,S,7,2015,1,19,12.5,Veggie
3,The Spinach Supreme Pizza,L,5,2015,1,19,20.75,Supreme
3,The Spinach Supreme Pizza,M,5,2015,1,19,16.5,Supreme
3,The Spinach Supreme Pizza,S,7,2015,1,19,12.5,Supreme
3,The Spinach and Feta Pizza,L,8,2015,1,19,20.25,Veggie
3,The Spinach and Feta Pizza,M,9,2015,1,19,16.0,Veggie
3,The Spinach and Feta Pizza,S,11,2015,1,19,12.0,Veggie
3,The Thai Chicken Pizza,L,27,2015,1,19,20.75,Chicken
3,The Thai Chicken Pizza,M,11,2015,1,19,16.75,Chicken
3,The Thai Chicken Pizza,S,6,2015,1,19,12.75,Chicken
3,The Vegetables + Vegetables Pizza,L,9,2015,1,19,20.25,Veggie
3,The Vegetables + Vegetables Pizza,M,18,2015,1,19,16.0,Veggie
3,The Vegetables + Vegetables Pizza,S,5,2015,1,19,12.0,Veggie
4,The Barbecue Chicken Pizza,L,15,2015,1,26,20.75,Chicken
4,The Barbecue Chicken Pizza,M,18,2015,1,26,16.75,Chicken
4,The Barbecue Chicken Pizza,S,12,2015,1,26,12.75,Chicken
4,The Big Meat Pizza,S,38,2015,1,26,12.0,Classic
4,The Brie Carre Pizza,S,11,2015,1,26,23.649999999999995,Supreme
4,The Calabrese Pizza,L,3,2015,1,26,20.25,Supreme
4,The Calabrese Pizza,M,9,2015,1,26,16.25,Supreme
4,The Calabrese Pizza,S,2,2015,1,26,12.25,Supreme
4,The California Chicken Pizza,L,12,2015,1,26,20.75,Chicken
4,The California Chicken Pizza,M,24,2015,1,26,16.75,Chicken
4,The California Chicken Pizza,S,12,2015,1,26,12.75,Chicken
4,The Chicken Alfredo Pizza,L,4,2015,1,26,20.75,Chicken
4,The Chicken Alfredo Pizza,M,12,2015,1,26,16.75,Chicken
4,The Chicken Alfredo Pizza,S,1,2015,1,26,12.75,Chicken
4,The Chicken Pesto Pizza,L,6,2015,1,26,20.75,Chicken
4,The Chicken Pesto Pizza,M,2,2015,1,26,16.75,Chicken
4,The Chicken Pesto Pizza,S,10,2015,1,26,12.75,Chicken
4,The Classic Deluxe Pizza,L,5,2015,1,26,20.5,Classic
4,The Classic Deluxe Pizza,M,19,2015,1,26,16.0,Classic
4,The Classic Deluxe Pizza,S,17,2015,1,26,12.0,Classic
4,The Five Cheese Pizza,L,38,2015,1,26,18.5,Veggie
4,The Four Cheese Pizza,L,27,2015,1,26,17.949999999999996,Veggie
4,The Four Cheese Pizza,M,13,2015,1,26,14.75,Veggie
4,The Greek Pizza,L,4,2015,1,26,20.5,Classic
4,The Greek Pizza,M,5,2015,1,26,16.0,Classic
4,The Greek Pizza,S,7,2015,1,26,12.0,Classic
4,The Greek Pizza,XL,10,2015,1,26,25.5,Classic
4,The Green Garden Pizza,L,1,2015,1,26,20.25,Veggie
4,The Green Garden Pizza,M,7,2015,1,26,16.0,Veggie
4,The Green Garden Pizza,S,7,2015,1,26,12.0,Veggie
4,The Hawaiian Pizza,L,17,2015,1,26,16.5,Classic
4,The Hawaiian Pizza,M,4,2015,1,26,13.25,Classic
4,The Hawaiian Pizza,S,20,2015,1,26,10.5,Classic
4,The Italian Capocollo Pizza,L,12,2015,1,26,20.5,Classic
4,The Italian Capocollo Pizza,M,6,2015,1,26,16.0,Classic
4,The Italian Capocollo Pizza,S,7,2015,1,26,12.0,Classic
4,The Italian Supreme Pizza,L,14,2015,1,26,20.75,Supreme
4,The Italian Supreme Pizza,M,16,2015,1,26,16.5,Supreme
4,The Italian Supreme Pizza,S,7,2015,1,26,12.5,Supreme
4,The Italian Vegetables Pizza,L,7,2015,1,26,21.0,Veggie
4,The Italian Vegetables Pizza,M,12,2015,1,26,16.75,Veggie
4,The Italian Vegetables Pizza,S,4,2015,1,26,12.75,Veggie
4,The Mediterranean Pizza,L,8,2015,1,26,20.25,Veggie
4,The Mediterranean Pizza,M,4,2015,1,26,16.0,Veggie
4,The Mediterranean Pizza,S,7,2015,1,26,12.0,Veggie
4,The Mexicana Pizza,L,10,2015,1,26,20.25,Veggie
4,The Mexicana Pizza,M,11,2015,1,26,16.0,Veggie
4,The Mexicana Pizza,S,8,2015,1,26,12.0,Veggie
4,The Napolitana Pizza,L,18,2015,1,26,20.5,Classic
4,The Napolitana Pizza,M,12,2015,1,26,16.0,Classic
4,The Napolitana Pizza,S,11,2015,1,26,12.0,Classic
4,The Pepper Salami Pizza,L,13,2015,1,26,20.75,Supreme
4,The Pepper Salami Pizza,M,9,2015,1,26,16.5,Supreme
4,The Pepper Salami Pizza,S,6,2015,1,26,12.5,Supreme
4,The Pepperoni Pizza,L,13,2015,1,26,15.25,Classic
4,The Pepperoni Pizza,M,11,2015,1,26,12.5,Classic
4,The Pepperoni Pizza,S,23,2015,1,26,9.75,Classic
4,"The Pepperoni, Mushroom, and Peppers Pizza",L,10,2015,1,26,17.5,Classic
4,"The Pepperoni, Mushroom, and Peppers Pizza",M,6,2015,1,26,14.5,Classic
4,"The Pepperoni, Mushroom, and Peppers Pizza",S,13,2015,1,26,11.0,Classic
4,The Prosciutto and Arugula Pizza,L,15,2015,1,26,20.75,Supreme
4,The Prosciutto and Arugula Pizza,M,9,2015,1,26,16.5,Supreme
4,The Prosciutto and Arugula Pizza,S,11,2015,1,26,12.5,Supreme
4,The Sicilian Pizza,L,12,2015,1,26,20.25,Supreme
4,The Sicilian Pizza,M,7,2015,1,26,16.25,Supreme
4,The Sicilian Pizza,S,20,2015,1,26,12.25,Supreme
4,The Soppressata Pizza,L,8,2015,1,26,20.75,Supreme
4,The Soppressata Pizza,M,4,2015,1,26,16.5,Supreme
4,The Soppressata Pizza,S,6,2015,1,26,12.5,Supreme
4,The Southwest Chicken Pizza,L,13,2015,1,26,20.75,Chicken
4,The Southwest Chicken Pizza,M,5,2015,1,26,16.75,Chicken
4,The Southwest Chicken Pizza,S,9,2015,1,26,12.75,Chicken
4,The Spicy Italian Pizza,L,12,2015,1,26,20.75,Supreme
4,The Spicy Italian Pizza,M,7,2015,1,26,16.5,Supreme
4,The Spicy Italian Pizza,S,11,2015,1,26,12.5,Supreme
4,The Spinach Pesto Pizza,L,3,2015,1,26,20.75,Veggie
4,The Spinach Pesto Pizza,M,5,2015,1,26,16.5,Veggie
4,The Spinach Pesto Pizza,S,9,2015,1,26,12.5,Veggie
4,The Spinach Supreme Pizza,L,3,2015,1,26,20.75,Supreme
4,The Spinach Supreme Pizza,M,4,2015,1,26,16.5,Supreme
4,The Spinach Supreme Pizza,S,10,2015,1,26,12.5,Supreme
4,The Spinach and Feta Pizza,L,11,2015,1,26,20.25,Veggie
4,The Spinach and Feta Pizza,M,13,2015,1,26,16.0,Veggie
4,The Spinach and Feta Pizza,S,6,2015,1,26,12.0,Veggie
4,The Thai Chicken Pizza,L,26,2015,1,26,20.75,Chicken
4,The Thai Chicken Pizza,M,7,2015,1,26,16.75,Chicken
4,The Thai Chicken Pizza,S,16,2015,1,26,12.75,Chicken
4,The Vegetables + Vegetables Pizza,L,6,2015,1,26,20.25,Veggie
4,The Vegetables + Vegetables Pizza,M,17,2015,1,26,16.0,Veggie
4,The Vegetables + Vegetables Pizza,S,13,2015,1,26,12.0,Veggie
5,The Barbecue Chicken Pizza,L,29,2015,2,2,20.75,Chicken
5,The Barbecue Chicken Pizza,M,21,2015,2,2,16.75,Chicken
5,The Barbecue Chicken Pizza,S,3,2015,2,2,12.75,Chicken
5,The Big Meat Pizza,S,36,2015,2,2,12.0,Classic
5,The Brie Carre Pizza,S,11,2015,2,2,23.649999999999995,Supreme
5,The Calabrese Pizza,L,9,2015,2,2,20.25,Supreme
5,The Calabrese Pizza,M,14,2015,2,2,16.25,Supreme
5,The California Chicken Pizza,L,20,2015,2,2,20.75,Chicken
5,The California Chicken Pizza,M,22,2015,2,2,16.75,Chicken
5,The California Chicken Pizza,S,11,2015,2,2,12.75,Chicken
5,The Chicken Alfredo Pizza,L,5,2015,2,2,20.75,Chicken
5,The Chicken Alfredo Pizza,M,12,2015,2,2,16.75,Chicken
5,The Chicken Alfredo Pizza,S,2,2015,2,2,12.75,Chicken
5,The Chicken Pesto Pizza,L,7,2015,2,2,20.75,Chicken
5,The Chicken Pesto Pizza,M,4,2015,2,2,16.75,Chicken
5,The Chicken Pesto Pizza,S,4,2015,2,2,12.75,Chicken
5,The Classic Deluxe Pizza,L,7,2015,2,2,20.5,Classic
5,The Classic Deluxe Pizza,M,25,2015,2,2,16.0,Classic
5,The Classic Deluxe Pizza,S,17,2015,2,2,12.0,Classic
5,The Five Cheese Pizza,L,25,2015,2,2,18.5,Veggie
5,The Four Cheese Pizza,L,24,2015,2,2,17.949999999999996,Veggie
5,The Four Cheese Pizza,M,14,2015,2,2,14.75,Veggie
5,The Greek Pizza,L,6,2015,2,2,20.5,Classic
5,The Greek Pizza,M,6,2015,2,2,16.0,Classic
5,The Greek Pizza,S,5,2015,2,2,12.0,Classic
5,The Greek Pizza,XL,12,2015,2,2,25.5,Classic
5,The Greek Pizza,XXL,2,2015,2,2,35.95000000000001,Classic
5,The Green Garden Pizza,M,4,2015,2,2,16.0,Veggie
5,The Green Garden Pizza,S,9,2015,2,2,12.0,Veggie
5,The Hawaiian Pizza,L,15,2015,2,2,16.5,Classic
5,The Hawaiian Pizza,M,11,2015,2,2,13.25,Classic
5,The Hawaiian Pizza,S,17,2015,2,2,10.5,Classic
5,The Italian Capocollo Pizza,L,15,2015,2,2,20.5,Classic
5,The Italian Capocollo Pizza,M,14,2015,2,2,16.0,Classic
5,The Italian Capocollo Pizza,S,9,2015,2,2,12.0,Classic
5,The Italian Supreme Pizza,L,16,2015,2,2,20.75,Supreme
5,The Italian Supreme Pizza,M,15,2015,2,2,16.5,Supreme
5,The Italian Supreme Pizza,S,1,2015,2,2,12.5,Supreme
5,The Italian Vegetables Pizza,L,6,2015,2,2,21.0,Veggie
5,The Italian Vegetables Pizza,M,9,2015,2,2,16.75,Veggie
5,The Italian Vegetables Pizza,S,12,2015,2,2,12.75,Veggie
